,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive, all serogroups current week","Meningococcal diseases, invasive, all serogroups previous 52 weeks median ","Meningococcal diseases, invasive, all serogroups previous 52 weeks maximum ","Meningococcal diseases, invasive, all serogroups cummulative for 2006","Meningococcal diseases, invasive, all serogroups cummulative for 2005","Meningococcal diseases, invasive, serogroup unknown current week","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks median ","Meningococcal diseases, invasive, serogroup unknown previous 52 weeks maximum ","Meningococcal diseases, invasive, serogroup unknown cummulative for 2006","Meningococcal diseases, invasive, serogroup unknown cummulative for 2005",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2006,Pertussis cummulative for 2005
26,2006,42,Mass.,0,0,2,15,28,0,0,2,15,5,0,18,43,594,854
27,2006,42,N.H.,1,0,2,6,12,1,0,2,6,12,1,2,36,144,65
28,2006,42,R.I.,1,0,1,1,3,0,0,0,0,0,2,0,17,47,29
29,2006,42,Vt.,0,0,1,2,5,0,0,0,0,2,3,1,14,98,78
30,2006,42,MID. ATLANTIC,1,3,13,131,125,1,2,11,100,95,23,34,137,"1,466","1,096"
31,2006,42,N.J.,0,0,2,11,29,0,0,2,11,29,0,3,13,163,151
32,2006,42,N.Y. (Upstate),0,1,7,31,34,0,0,5,4,12,15,15,123,674,417
33,2006,42,N.Y. City,1,1,4,52,20,1,1,4,52,20,0,1,8,64,92
34,2006,42,Pa.,0,1,5,37,42,0,0,5,33,34,8,12,26,565,436
35,2006,42,E.N. CENTRAL,3,3,11,101,127,3,1,6,70,104,17,40,133,"1,498","3,149"
36,2006,42,Ill.,0,0,4,18,27,0,0,4,18,27,0,7,27,230,747
37,2006,42,Ind.,0,0,5,20,18,0,0,1,7,8,0,4,75,189,254
38,2006,42,Mich.,0,0,3,19,29,0,0,3,8,18,8,8,33,452,255
39,2006,42,Ohio,3,1,5,41,32,3,1,4,34,30,9,14,30,484,947
40,2006,42,Wis.,0,0,2,3,21,0,0,2,3,21,0,4,29,143,946
41,2006,42,W.N. CENTRAL,0,1,4,47,66,0,0,3,16,29,11,26,552,996,"3,091"
42,2006,42,Iowa,0,0,2,14,15,0,0,1,6,1,0,6,43,212,839
43,2006,42,Kans.,0,0,1,1,9,0,0,1,1,9,7,6,28,249,362
44,2006,42,Minn.,0,0,2,12,13,0,0,1,3,5,0,0,485,161,966
45,2006,42,Mo.,0,0,2,13,22,0,0,1,2,11,2,7,42,251,385
46,2006,42,Nebr.,0,0,2,5,4,0,0,1,3,3,2,2,9,77,240
47,2006,42,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,25,26,127
48,2006,42,S. Dak.,0,0,1,1,3,0,0,0,0,0,0,0,4,20,172
49,2006,42,S. ATLANTIC,0,3,14,152,186,0,2,7,63,79,2,20,46,797,"1,181"
50,2006,42,Del.,0,0,1,4,4,0,0,1,4,4,0,0,1,3,15
51,2006,42,D.C.,0,0,1,1,5,0,0,1,1,4,0,0,3,6,7
52,2006,42,Fla.,0,1,6,59,72,0,0,5,21,29,0,4,9,176,178
53,2006,42,Ga.,0,0,2,14,14,0,0,2,14,14,0,0,3,17,41
54,2006,42,Md.,0,0,2,11,19,0,0,1,2,3,2,3,9,101,169
55,2006,42,N.C.,0,0,11,24,28,0,0,3,7,6,0,0,22,155,98
56,2006,42,S.C.,0,0,2,18,13,0,0,2,8,8,0,4,22,145,334
57,2006,42,Va.,0,0,4,15,25,0,0,3,6,9,0,2,27,155,296
58,2006,42,W. Va.,0,0,2,6,6,0,0,0,0,2,0,0,9,39,43
59,2006,42,E.S. CENTRAL,1,1,4,33,49,1,1,4,27,38,0,7,25,302,443
60,2006,42,Ala.,0,0,1,5,5,0,0,1,4,3,0,1,16,83,74
61,2006,42,Ky.,1,0,2,8,17,1,0,2,8,17,0,1,5,53,132
62,2006,42,Miss.,0,0,1,3,5,0,0,1,3,5,0,1,4,37,48
63,2006,42,Tenn.,0,0,2,17,22,0,0,2,12,13,0,2,10,129,189
64,2006,42,W.S. CENTRAL,0,1,23,52,96,0,0,6,23,24,11,17,360,578,"1,925"
65,2006,42,Ark.,0,0,3,9,13,0,0,2,6,3,6,2,21,61,260
66,2006,42,La.,0,0,2,6,29,0,0,1,3,6,0,0,3,13,44
67,2006,42,Okla.,0,0,4,8,14,0,0,0,0,2,0,0,124,18,1
68,2006,42,Tex.,0,1,16,29,40,0,0,4,14,13,5,13,215,486,"1,620"
69,2006,42,MOUNTAIN,0,1,5,58,82,0,0,4,27,23,24,60,230,"2,169","3,394"
70,2006,42,Ariz.,0,0,3,16,31,0,0,3,16,10,1,9,177,422,838
71,2006,42,Colo.,0,0,2,19,17,0,0,1,2,0,6,18,40,656,"1,091"
72,2006,42,Idaho,0,0,2,3,6,0,0,2,2,5,0,2,8,80,183
73,2006,42,Mont.,0,0,1,4,0,0,0,1,2,0,1,2,9,98,552
74,2006,42,Nev.,0,0,1,3,12,0,0,0,0,2,0,0,9,51,46
75,2006,42,N. Mex.,0,0,1,4,5,0,0,1,1,4,0,2,6,63,158
76,2006,42,Utah,0,0,1,5,11,0,0,0,0,2,16,14,39,735,479
77,2006,42,Wyo.,0,0,2,4,0,0,0,2,4,0,0,1,8,64,47
78,2006,42,PACIFIC,3,5,29,258,201,3,5,25,221,195,7,40,"1,334","1,626","3,112"
79,2006,42,Alaska,0,0,1,2,3,0,0,1,2,3,0,1,15,59,122
80,2006,42,Calif.,3,3,14,160,131,3,3,14,160,131,0,26,"1,136","1,138","1,506"
81,2006,42,Hawaii,0,0,1,7,11,0,0,1,7,6,0,2,4,68,148
82,2006,42,Oreg.,0,1,7,60,37,0,1,4,41,37,0,2,8,94,604
83,2006,42,Wash.,0,0,25,29,19,0,0,11,11,18,7,7,195,267,732
84,2006,42,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,42,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,42,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,42,P.R.,0,0,1,4,7,0,0,1,4,7,0,0,1,1,6
88,2006,42,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,43,UNITED STATES,4,20,85,886,"1,013",2,13,58,581,622,88,259,"2,877","10,588","18,985"
23,2006,43,NEW ENGLAND,1,1,3,39,63,0,0,2,26,22,4,28,83,998,"1,160"
24,2006,43,Conn.,0,0,2,9,12,0,0,2,2,1,0,1,5,37,57
25,2006,43,Maine,0,0,1,5,2,0,0,1,3,2,0,1,11,70,44
26,2006,43,Mass.,0,0,2,15,29,0,0,2,15,5,0,18,43,594,880
27,2006,43,N.H.,0,0,2,6,12,0,0,2,6,12,2,2,36,150,71
28,2006,43,R.I.,1,0,1,2,3,0,0,0,0,0,2,0,17,49,29
29,2006,43,Vt.,0,0,1,2,5,0,0,0,0,2,0,1,14,98,79
30,2006,43,MID. ATLANTIC,0,3,13,136,129,0,2,11,105,99,28,34,137,"1,514","1,117"
31,2006,43,N.J.,0,0,2,16,29,0,0,2,16,29,0,4,13,176,156
32,2006,43,N.Y. (Upstate),0,0,7,31,34,0,0,5,4,12,24,15,123,698,429
33,2006,43,N.Y. City,0,1,4,52,23,0,1,4,52,23,0,1,8,64,92
34,2006,43,Pa.,0,1,5,37,43,0,0,5,33,35,4,12,26,576,440
35,2006,43,E.N. CENTRAL,0,3,11,101,130,0,1,6,70,106,26,39,133,"1,541","3,241"
36,2006,43,Ill.,0,0,4,18,28,0,0,4,18,28,0,7,27,230,774
37,2006,43,Ind.,0,0,5,20,18,0,0,1,7,8,4,4,75,193,276
38,2006,43,Mich.,0,0,3,19,29,0,0,1,8,18,2,8,35,471,262
39,2006,43,Ohio,0,1,5,41,34,0,1,4,34,31,20,13,30,504,965
40,2006,43,Wis.,0,0,2,3,21,0,0,2,3,21,0,4,29,143,964
41,2006,43,W.N. CENTRAL,0,1,4,50,69,0,0,3,16,29,3,25,552,"1,013","3,189"
42,2006,43,Iowa,0,0,2,16,15,0,0,1,6,1,0,6,40,221,872
43,2006,43,Kans.,0,0,1,1,9,0,0,1,1,9,3,7,28,257,390
44,2006,43,Minn.,0,0,2,12,13,0,0,1,3,5,0,0,485,161,966
45,2006,43,Mo.,0,0,2,13,24,0,0,1,2,11,0,6,42,251,413
46,2006,43,Nebr.,0,0,2,5,5,0,0,1,3,3,0,2,9,77,248
47,2006,43,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,25,26,127
48,2006,43,S. Dak.,0,0,1,2,3,0,0,0,0,0,0,0,4,20,173
49,2006,43,S. ATLANTIC,1,3,14,155,188,0,2,7,63,80,9,20,46,809,"1,219"
50,2006,43,Del.,0,0,1,4,4,0,0,1,4,4,0,0,1,3,15
51,2006,43,D.C.,0,0,1,1,5,0,0,1,1,4,0,0,3,6,7
52,2006,43,Fla.,1,1,6,60,72,0,0,5,21,29,8,3,9,184,181
53,2006,43,Ga.,0,0,2,14,14,0,0,2,14,14,0,0,3,17,44
54,2006,43,Md.,0,0,2,12,20,0,0,1,2,3,1,3,9,103,172
55,2006,43,N.C.,0,0,11,24,28,0,0,3,7,6,0,0,22,155,98
56,2006,43,S.C.,0,0,2,18,13,0,0,2,8,8,0,3,22,145,356
57,2006,43,Va.,0,0,4,15,26,0,0,3,6,10,0,1,27,155,302
58,2006,43,W. Va.,0,0,2,7,6,0,0,0,0,2,0,0,9,41,44
59,2006,43,E.S. CENTRAL,0,1,4,34,50,0,1,4,27,39,2,7,25,313,452
60,2006,43,Ala.,0,0,1,5,5,0,0,1,4,3,0,1,16,87,75
61,2006,43,Ky.,0,0,2,8,17,0,0,2,8,17,0,1,5,53,135
62,2006,43,Miss.,0,0,1,3,5,0,0,1,3,5,1,1,4,38,51
63,2006,43,Tenn.,0,0,2,18,23,0,0,2,12,14,1,2,10,135,191
64,2006,43,W.S. CENTRAL,0,1,23,52,96,0,0,6,23,24,0,16,360,578,"1,977"
65,2006,43,Ark.,0,0,3,9,13,0,0,2,6,3,0,2,21,61,266
66,2006,43,La.,0,0,2,6,29,0,0,1,3,6,0,0,3,13,45
67,2006,43,Okla.,0,0,4,8,14,0,0,0,0,2,0,0,124,18,1
68,2006,43,Tex.,0,1,16,29,40,0,0,4,14,13,0,13,215,486,"1,665"
69,2006,43,MOUNTAIN,1,1,5,60,82,1,0,4,29,23,12,57,230,"2,188","3,448"
70,2006,43,Ariz.,1,0,3,17,31,1,0,3,17,10,1,8,177,424,839
71,2006,43,Colo.,0,0,2,19,17,0,0,1,2,0,3,16,40,659,"1,116"
72,2006,43,Idaho,0,0,1,3,6,0,0,1,2,5,0,2,8,80,186
73,2006,43,Mont.,0,0,1,4,0,0,0,1,2,0,0,2,9,98,560
74,2006,43,Nev.,0,0,1,3,12,0,0,0,0,2,0,0,9,54,46
75,2006,43,N. Mex.,0,0,1,5,5,0,0,1,2,4,0,2,6,63,160
76,2006,43,Utah,0,0,1,5,11,0,0,0,0,2,8,14,39,744,493
77,2006,43,Wyo.,0,0,2,4,0,0,0,2,4,0,0,1,8,66,48
78,2006,43,PACIFIC,1,5,29,259,206,1,5,25,222,200,4,38,"1,334","1,634","3,182"
79,2006,43,Alaska,0,0,1,2,3,0,0,1,2,3,1,1,15,63,126
80,2006,43,Calif.,1,3,14,161,133,1,3,14,161,133,0,25,"1,136","1,138","1,555"
81,2006,43,Hawaii,0,0,1,7,11,0,0,1,7,6,0,2,4,70,151
82,2006,43,Oreg.,0,1,7,60,40,0,1,4,41,40,0,2,8,94,606
83,2006,43,Wash.,0,0,25,29,19,0,0,11,11,18,3,7,195,269,744
84,2006,43,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,43,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,43,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,43,P.R.,0,0,1,4,7,0,0,1,4,7,0,0,1,1,6
88,2006,43,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,44,UNITED STATES,9,20,85,900,"1,033",5,13,58,589,636,129,258,"2,877","10,813","19,456"
23,2006,44,NEW ENGLAND,0,1,3,39,64,0,0,2,26,22,1,27,83,998,"1,215"
24,2006,44,Conn.,0,0,2,9,12,0,0,2,2,1,0,1,5,37,59
25,2006,44,Maine,0,0,1,5,2,0,0,1,3,2,0,1,11,70,47
26,2006,44,Mass.,0,0,2,15,30,0,0,2,15,5,0,18,43,594,923
27,2006,44,N.H.,0,0,2,6,12,0,0,2,6,12,1,2,36,150,76
28,2006,44,R.I.,0,0,1,2,3,0,0,0,0,0,0,0,17,49,31
29,2006,44,Vt.,0,0,1,2,5,0,0,0,0,2,0,1,14,98,79
30,2006,44,MID. ATLANTIC,1,3,13,138,133,1,2,11,107,103,35,34,137,"1,559","1,144"
31,2006,44,N.J.,0,0,2,16,31,0,0,2,16,31,0,3,13,176,162
32,2006,44,N.Y. (Upstate),0,0,7,31,34,0,0,5,4,12,27,15,123,724,442
33,2006,44,N.Y. City,0,1,4,53,23,0,1,4,53,23,0,1,8,64,93
34,2006,44,Pa.,1,0,5,38,45,1,0,5,34,37,8,12,26,595,447
35,2006,44,E.N. CENTRAL,0,2,11,101,135,0,1,6,70,109,23,38,133,"1,573","3,336"
36,2006,44,Ill.,0,0,4,18,30,0,0,4,18,30,0,6,26,231,800
37,2006,44,Ind.,0,0,5,20,18,0,0,1,7,8,16,4,75,209,282
38,2006,44,Mich.,0,0,3,19,30,0,0,1,8,18,0,8,35,471,267
39,2006,44,Ohio,0,1,5,41,36,0,1,4,34,32,7,13,30,511,994
40,2006,44,Wis.,0,0,2,3,21,0,0,2,3,21,0,4,29,151,993
41,2006,44,W.N. CENTRAL,2,1,4,54,70,1,0,3,18,29,6,24,552,"1,028","3,267"
42,2006,44,Iowa,0,0,2,17,15,0,0,1,6,1,0,6,40,221,911
43,2006,44,Kans.,0,0,1,2,9,0,0,1,2,9,3,6,25,266,405
44,2006,44,Minn.,1,0,2,13,13,1,0,1,4,5,0,0,485,161,966
45,2006,44,Mo.,1,0,2,14,25,0,0,1,2,11,2,6,42,256,427
46,2006,44,Nebr.,0,0,2,5,5,0,0,1,3,3,1,2,9,78,253
47,2006,44,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,25,26,131
48,2006,44,S. Dak.,0,0,1,2,3,0,0,0,0,0,0,0,4,20,174
49,2006,44,S. ATLANTIC,4,3,14,159,191,2,2,7,65,83,32,20,46,867,"1,241"
50,2006,44,Del.,0,0,1,4,4,0,0,1,4,4,0,0,1,3,15
51,2006,44,D.C.,0,0,1,1,5,0,0,1,1,4,0,0,3,6,7
52,2006,44,Fla.,3,1,6,63,72,2,0,5,23,29,5,4,9,189,184
53,2006,44,Ga.,0,0,2,14,15,0,0,2,14,15,0,0,2,17,44
54,2006,44,Md.,0,0,2,12,21,0,0,1,2,4,1,3,9,107,178
55,2006,44,N.C.,0,0,11,24,28,0,0,3,7,6,16,0,22,171,98
56,2006,44,S.C.,0,0,2,18,13,0,0,2,8,8,2,3,13,151,369
57,2006,44,Va.,0,0,4,15,27,0,0,3,6,11,8,1,27,180,302
58,2006,44,W. Va.,1,0,2,8,6,0,0,0,0,2,0,0,9,43,44
59,2006,44,E.S. CENTRAL,0,1,4,35,51,0,1,4,27,40,2,7,27,322,455
60,2006,44,Ala.,0,0,1,6,5,0,0,1,4,3,0,1,18,92,75
61,2006,44,Ky.,0,0,2,8,17,0,0,2,8,17,0,1,5,54,137
62,2006,44,Miss.,0,0,1,3,5,0,0,1,3,5,0,1,4,38,52
63,2006,44,Tenn.,0,0,2,18,24,0,0,2,12,15,2,2,10,138,191
64,2006,44,W.S. CENTRAL,0,1,23,52,98,0,0,6,23,24,0,16,360,607,"2,034"
65,2006,44,Ark.,0,0,3,9,14,0,0,2,6,3,0,1,21,62,272
66,2006,44,La.,0,0,2,6,29,0,0,1,3,6,0,0,3,13,46
67,2006,44,Okla.,0,0,4,8,14,0,0,0,0,2,0,0,124,18,1
68,2006,44,Tex.,0,1,16,29,41,0,0,4,14,13,0,13,215,514,"1,715"
69,2006,44,MOUNTAIN,0,1,5,60,82,0,0,4,29,23,25,57,230,"2,218","3,525"
70,2006,44,Ariz.,0,0,3,17,31,0,0,3,17,10,4,8,177,426,858
71,2006,44,Colo.,0,0,2,19,17,0,0,1,2,0,5,14,40,664,"1,150"
72,2006,44,Idaho,0,0,1,3,6,0,0,1,2,5,1,2,8,81,188
73,2006,44,Mont.,0,0,1,4,0,0,0,1,2,0,0,2,9,98,567
74,2006,44,Nev.,0,0,1,3,12,0,0,0,0,2,0,0,9,54,48
75,2006,44,N. Mex.,0,0,1,5,5,0,0,1,2,4,0,2,6,65,164
76,2006,44,Utah,0,0,1,5,11,0,0,0,0,2,13,14,39,758,502
77,2006,44,Wyo.,0,0,2,4,0,0,0,2,4,0,2,1,8,72,48
78,2006,44,PACIFIC,2,5,29,262,209,1,5,25,224,203,5,35,"1,334","1,641","3,239"
79,2006,44,Alaska,0,0,1,2,3,0,0,1,2,3,0,1,15,63,128
80,2006,44,Calif.,1,3,14,163,133,1,3,14,163,133,0,24,"1,136","1,140","1,584"
81,2006,44,Hawaii,0,0,1,7,11,0,0,1,7,6,0,1,4,70,154
82,2006,44,Oreg.,0,1,7,60,43,0,1,4,41,43,0,2,8,94,609
83,2006,44,Wash.,1,0,25,30,19,0,0,11,11,18,5,6,195,274,764
84,2006,44,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,44,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,44,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,44,P.R.,0,0,1,4,7,0,0,1,4,7,0,0,1,2,6
88,2006,44,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,45,UNITED STATES,11,19,85,869,"1,047",7,12,58,579,647,93,258,"2,877","11,035","19,933"
23,2006,45,NEW ENGLAND,1,1,3,41,64,1,0,2,28,22,3,26,83,"1,007","1,260"
24,2006,45,Conn.,1,0,2,10,12,1,0,2,3,1,0,1,5,37,62
25,2006,45,Maine,0,0,1,6,2,0,0,1,4,2,0,1,11,73,47
26,2006,45,Mass.,0,0,2,15,30,0,0,2,15,5,0,17,43,594,955
27,2006,45,N.H.,0,0,2,6,12,0,0,2,6,12,1,2,36,153,80
28,2006,45,R.I.,0,0,1,2,3,0,0,0,0,0,0,0,17,49,36
29,2006,45,Vt.,0,0,1,2,5,0,0,0,0,2,2,1,14,101,80
30,2006,45,MID. ATLANTIC,0,2,13,91,133,0,1,11,87,103,21,35,137,"1,598","1,151"
31,2006,45,N.J.,0,0,1,0,31,0,0,1,0,31,0,4,13,184,162
32,2006,45,N.Y. (Upstate),0,0,7,0,34,0,0,5,0,12,14,15,123,738,443
33,2006,45,N.Y. City,0,1,4,53,23,0,1,4,53,23,0,1,8,64,96
34,2006,45,Pa.,0,0,5,38,45,0,0,5,34,37,7,13,26,612,450
35,2006,45,E.N. CENTRAL,3,2,11,104,138,2,1,6,72,111,24,39,133,"1,638","3,393"
36,2006,45,Ill.,0,0,4,18,31,0,0,4,18,31,0,6,23,231,816
37,2006,45,Ind.,1,0,5,21,18,1,0,1,8,8,4,4,75,213,289
38,2006,45,Mich.,1,0,3,20,31,1,0,1,9,18,7,9,37,506,274
39,2006,45,Ohio,1,1,5,42,36,0,1,4,34,32,13,12,30,524,"1,011"
40,2006,45,Wis.,0,0,2,3,22,0,0,2,3,22,0,4,21,164,"1,003"
41,2006,45,W.N. CENTRAL,0,1,4,55,71,0,0,3,18,29,9,24,552,"1,049","3,352"
42,2006,45,Iowa,0,0,2,17,15,0,0,1,5,1,0,5,40,226,951
43,2006,45,Kans.,0,0,1,2,9,0,0,1,2,9,5,6,25,274,419
44,2006,45,Minn.,0,0,2,13,13,0,0,1,4,5,0,0,485,161,966
45,2006,45,Mo.,0,0,2,14,25,0,0,1,2,11,1,6,42,258,448
46,2006,45,Nebr.,0,0,2,6,5,0,0,1,4,3,3,2,9,84,262
47,2006,45,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,25,26,131
48,2006,45,S. Dak.,0,0,1,2,4,0,0,0,0,0,0,0,4,20,175
49,2006,45,S. ATLANTIC,2,4,14,162,195,2,1,7,67,87,10,19,46,892,"1,264"
50,2006,45,Del.,0,0,1,4,4,0,0,1,4,4,0,0,1,3,15
51,2006,45,D.C.,0,0,1,1,5,0,0,1,1,4,0,0,3,6,7
52,2006,45,Fla.,2,1,6,65,72,2,0,5,24,29,2,4,9,191,185
53,2006,45,Ga.,0,0,3,14,15,0,0,3,14,15,0,0,3,19,45
54,2006,45,Md.,0,0,2,12,21,0,0,1,2,4,1,3,9,114,181
55,2006,45,N.C.,0,0,11,24,29,0,0,3,7,7,6,0,22,177,98
56,2006,45,S.C.,0,0,2,18,13,0,0,2,8,8,0,3,11,156,374
57,2006,45,Va.,0,0,4,16,30,0,0,3,7,14,1,2,27,183,315
58,2006,45,W. Va.,0,0,2,8,6,0,0,0,0,2,0,0,9,43,44
59,2006,45,E.S. CENTRAL,0,1,4,36,52,0,1,4,28,41,3,7,27,326,459
60,2006,45,Ala.,0,0,1,6,5,0,0,1,4,3,2,1,18,94,75
61,2006,45,Ky.,0,0,2,8,17,0,0,2,8,17,0,1,5,54,139
62,2006,45,Miss.,0,0,1,3,6,0,0,1,3,6,0,1,4,38,54
63,2006,45,Tenn.,0,0,2,19,24,0,0,2,13,15,1,3,10,140,191
64,2006,45,W.S. CENTRAL,3,1,23,55,99,0,0,6,23,24,4,15,360,619,"2,104"
65,2006,45,Ark.,0,0,3,9,14,0,0,2,6,3,3,2,21,70,281
66,2006,45,La.,0,0,2,6,29,0,0,1,3,6,0,0,3,13,46
67,2006,45,Okla.,3,0,4,11,14,0,0,0,0,2,1,0,124,19,1
68,2006,45,Tex.,0,0,16,29,42,0,0,4,14,13,0,13,215,517,"1,776"
69,2006,45,MOUNTAIN,0,1,5,61,82,0,0,4,30,23,19,56,230,"2,254","3,591"
70,2006,45,Ariz.,0,0,3,17,31,0,0,3,17,10,10,8,177,436,872
71,2006,45,Colo.,0,0,2,19,17,0,0,1,2,0,9,14,40,673,"1,180"
72,2006,45,Idaho,0,0,1,3,6,0,0,1,2,5,0,2,8,81,189
73,2006,45,Mont.,0,0,1,4,0,0,0,1,2,0,0,2,9,101,569
74,2006,45,Nev.,0,0,1,3,12,0,0,0,0,2,0,0,9,54,48
75,2006,45,N. Mex.,0,0,1,6,5,0,0,1,3,4,0,2,6,79,169
76,2006,45,Utah,0,0,1,5,11,0,0,0,0,2,0,14,39,758,516
77,2006,45,Wyo.,0,0,2,4,0,0,0,2,4,0,0,1,8,72,48
78,2006,45,PACIFIC,2,5,29,264,213,2,5,25,226,207,0,34,"1,334","1,652","3,359"
79,2006,45,Alaska,0,0,1,2,3,0,0,1,2,3,0,1,15,63,129
80,2006,45,Calif.,2,3,14,165,135,2,3,14,165,135,0,23,"1,136","1,151","1,667"
81,2006,45,Hawaii,0,0,1,7,11,0,0,1,7,6,0,1,4,70,155
82,2006,45,Oreg.,0,1,7,60,45,0,1,4,41,45,0,2,8,94,611
83,2006,45,Wash.,0,0,25,30,19,0,0,11,11,18,0,5,195,274,797
84,2006,45,Amer. Samoa,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
85,2006,45,C.N.M.I.,U,0,0,0,0,U,0,0,U,U,U,0,0,U,U
86,2006,45,Guam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
87,2006,45,P.R.,0,0,0,0,7,0,0,0,0,7,0,0,1,2,6
88,2006,45,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2006,46,UNITED STATES,10,19,85,890,"1,070",6,12,58,594,662,119,258,"2,877","11,342","20,458"
23,2006,46,NEW ENGLAND,0,1,3,41,64,0,0,2,28,22,5,25,83,"1,023","1,310"
24,2006,46,Conn.,0,0,2,10,12,0,0,2,3,1,0,1,5,37,64
25,2006,46,Maine,0,0,1,6,2,0,0,1,4,2,0,1,11,80,50
26,2006,46,Mass.,0,0,2,15,30,0,0,2,15,5,0,16,43,594,987
27,2006,46,N.H.,0,0,2,6,12,0,0,2,6,12,2,2,36,159,90
28,2006,46,R.I.,0,0,1,2,3,0,0,0,0,0,0,0,17,49,36
29,2006,46,Vt.,0,0,1,2,5,0,0,0,0,2,3,2,14,104,83
30,2006,46,MID. ATLANTIC,0,2,13,94,137,0,2,11,90,105,34,35,137,"1,633","1,172"
31,2006,46,N.J.,N,0,1,N,31,N,0,1,N,31,0,4,13,184,165
32,2006,46,N.Y. (Upstate),N,0,7,N,36,N,0,5,N,12,34,15,123,773,455
33,2006,46,N.Y. City,0,1,4,56,24,0,1,4,56,24,0,1,8,64,96
34,2006,46,Pa.,0,0,5,38,46,0,0,5,34,38,0,13,26,612,456
35,2006,46,E.N. CENTRAL,1,2,11,105,147,0,1,6,73,117,22,39,133,"1,690","3,482"
36,2006,46,Ill.,0,0,4,18,33,0,0,4,18,33,0,6,23,231,836
37,2006,46,Ind.,0,0,5,21,18,0,0,1,8,8,0,4,75,213,298
38,2006,46,Mich.,0,0,3,20,33,0,0,1,9,18,5,9,39,541,283
39,2006,46,Ohio,1,1,5,42,41,0,1,4,34,36,17,12,30,541,"1,041"
40,2006,46,Wis.,0,0,2,4,22,0,0,2,4,22,0,4,21,164,"1,024"
41,2006,46,W.N. CENTRAL,0,1,4,56,74,0,0,3,18,30,8,24,552,"1,082","3,506"
42,2006,46,Iowa,0,0,2,18,15,0,0,1,5,1,0,6,38,246,978
43,2006,46,Kans.,0,0,1,2,9,0,0,1,2,9,6,6,25,277,442
44,2006,46,Minn.,0,0,2,13,14,0,0,1,4,5,0,0,485,161,"1,025"
45,2006,46,Mo.,0,0,2,14,27,0,0,1,2,12,1,6,42,266,481
46,2006,46,Nebr.,0,0,2,6,5,0,0,1,4,3,1,2,9,86,270
47,2006,46,N. Dak.,0,0,1,1,0,0,0,1,1,0,0,0,25,26,134
48,2006,46,S. Dak.,0,0,1,2,4,0,0,0,0,0,0,0,4,20,176
49,2006,46,S. ATLANTIC,7,3,14,170,198,4,1,7,71,89,7,18,46,903,"1,277"
50,2006,46,Del.,0,0,1,4,4,0,0,1,4,4,0,0,1,3,15
51,2006,46,D.C.,0,0,1,1,5,0,0,1,1,4,0,0,3,6,8
52,2006,46,Fla.,0,1,6,65,74,0,0,5,24,30,1,4,9,192,185
53,2006,46,Ga.,0,0,3,14,15,0,0,3,14,15,0,0,3,20,45
54,2006,46,Md.,0,0,2,12,22,0,0,1,2,5,2,3,9,118,187
55,2006,46,N.C.,6,0,11,30,29,3,0,3,10,7,0,0,22,177,98
56,2006,46,S.C.,1,0,2,20,13,1,0,2,9,8,4,3,11,161,379
57,2006,46,Va.,0,0,4,16,30,0,0,1,7,14,0,1,27,183,316
58,2006,46,W. Va.,0,0,2,8,6,0,0,0,0,2,0,0,9,43,44
59,2006,46,E.S. CENTRAL,1,1,4,40,52,1,1,4,32,41,5,7,27,332,468
60,2006,46,Ala.,0,0,1,6,5,0,0,1,4,3,5,1,18,99,78
61,2006,46,Ky.,1,0,2,11,17,1,0,2,11,17,0,1,5,54,141
62,2006,46,Miss.,0,0,1,4,6,0,0,1,4,6,0,1,4,39,56
63,2006,46,Tenn.,0,0,2,19,24,0,0,2,13,15,0,3,10,140,193
64,2006,46,W.S. CENTRAL,0,1,23,55,99,0,0,6,23,24,2,15,360,652,"2,148"
65,2006,46,Ark.,0,0,3,9,14,0,0,2,6,3,1,2,21,71,283
