,year,mmwr_week,Reporting Area,"Meningococcal disease, All serogroups cummulative for 2005","Meningococcal disease, All serogroups cummulative for 2004","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2005","Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2004","Meningococcal disease, Serogroup B cummulative for 2005","Meningococcal disease, Serogroup B cummulative for 2004","Meningococcal disease, Other serogroup cummulative for 2005","Meningococcal disease, Other serogroup cummulative for 2004","Meningococcal disease, Serogroup unknown cummulative for 2005","Meningococcal disease, Serogroup unknown cummulative for 2004"
71,2005,18,Utah,2,2,0,0,1,0,0,0,1,2
72,2005,18,Nev.,3,2,0,0,0,1,0,0,3,1
73,2005,18,PACIFIC,114,161,1,0,5,3,0,0,108,158
74,2005,18,Wash.,20,10,1,0,4,3,0,0,15,7
75,2005,18,Oreg.,23,32,0,0,0,0,0,0,23,32
76,2005,18,Calif.,63,112,0,0,0,0,0,0,63,112
77,2005,18,Alaska,2,2,0,0,0,0,0,0,2,2
78,2005,18,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,18,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,18,P.R.,0,3,0,0,0,0,0,0,0,3
81,2005,18,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,18,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,18,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,19,UNITED STATES,532,595,67,38,28,19,1,0,436,538
18,2005,19,NEW ENGLAND,37,27,1,4,0,0,0,0,36,23
19,2005,19,Maine,1,7,0,0,0,0,0,0,1,7
20,2005,19,N.H.,3,3,0,0,0,0,0,0,3,3
21,2005,19,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,19,Mass.,19,16,0,4,0,0,0,0,19,12
23,2005,19,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,19,Conn.,9,0,1,0,0,0,0,0,8,0
25,2005,19,MID. ATLANTIC,109,83,46,23,6,5,0,0,57,55
26,2005,19,Upstate N.Y.,17,25,1,4,3,3,0,0,13,18
27,2005,19,N.Y. City,10,14,0,0,0,0,0,0,10,14
28,2005,19,N.J.,19,16,0,0,0,0,0,0,19,16
29,2005,19,Pa.,63,28,45,19,3,2,0,0,15,7
30,2005,19,E.N. CENTRAL,47,56,13,8,4,4,0,0,30,44
31,2005,19,Ohio,21,34,0,3,4,4,0,0,17,27
32,2005,19,Ind.,8,8,0,0,0,0,0,0,8,8
33,2005,19,Ill.,0,1,0,0,0,0,0,0,0,1
34,2005,19,Mich.,13,5,13,5,0,0,0,0,0,0
35,2005,19,Wis.,5,8,0,0,0,0,0,0,5,8
36,2005,19,W.N. CENTRAL,28,36,2,0,1,1,0,0,25,35
37,2005,19,Minn.,5,9,1,0,0,0,0,0,4,9
38,2005,19,Iowa,9,8,0,0,1,0,0,0,8,8
39,2005,19,Mo.,7,11,1,0,0,1,0,0,6,10
40,2005,19,N. Dak.,0,0,0,0,0,0,0,0,0,0
41,2005,19,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,19,Nebr.,2,3,0,0,0,0,0,0,2,3
43,2005,19,Kans.,4,4,0,0,0,0,0,0,4,4
44,2005,19,S. ATLANTIC,91,116,2,2,4,2,0,0,85,112
45,2005,19,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,19,Md.,8,5,1,0,2,0,0,0,5,5
47,2005,19,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,19,Va.,11,7,0,0,0,0,0,0,11,7
49,2005,19,W. Va.,4,3,0,0,0,0,0,0,4,3
50,2005,19,N.C.,11,18,1,0,2,2,0,0,8,16
51,2005,19,S.C.,11,11,0,0,0,0,0,0,11,11
52,2005,19,Ga.,8,7,0,0,0,0,0,0,8,7
53,2005,19,Fla.,38,59,0,0,0,0,0,0,38,59
54,2005,19,E.S. CENTRAL,27,27,0,0,2,0,0,0,25,27
55,2005,19,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,19,Tenn.,13,10,0,0,0,0,0,0,13,10
57,2005,19,Ala.,2,6,0,0,0,0,0,0,2,6
58,2005,19,Miss.,4,8,0,0,0,0,0,0,4,8
59,2005,19,W.S. CENTRAL,37,54,1,1,3,1,0,0,33,52
60,2005,19,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,19,La.,15,18,0,1,2,0,0,0,13,17
62,2005,19,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,19,Tex.,8,23,0,0,0,0,0,0,8,23
64,2005,19,MOUNTAIN,39,29,1,0,3,3,1,0,34,26
65,2005,19,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,19,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,19,Wyo.,0,2,0,0,0,0,0,0,0,2
68,2005,19,Colo.,10,9,1,0,0,0,1,0,8,9
69,2005,19,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,19,Ariz.,19,5,0,0,2,0,0,0,17,5
71,2005,19,Utah,5,2,0,0,1,0,0,0,4,2
72,2005,19,Nev.,3,2,0,0,0,1,0,0,3,1
73,2005,19,PACIFIC,117,167,1,0,5,3,0,0,111,164
74,2005,19,Wash.,20,11,1,0,4,3,0,0,15,8
75,2005,19,Oreg.,23,35,0,0,0,0,0,0,23,35
76,2005,19,Calif.,67,114,0,0,0,0,0,0,67,114
77,2005,19,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,19,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,19,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,19,P.R.,3,4,0,0,0,0,0,0,3,4
81,2005,19,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,19,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,19,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,20,UNITED STATES,518,617,42,39,26,24,1,0,449,554
18,2005,20,NEW ENGLAND,36,29,1,4,0,2,0,0,35,23
19,2005,20,Maine,1,8,0,0,0,1,0,0,1,7
20,2005,20,N.H.,3,3,0,0,0,0,0,0,3,3
21,2005,20,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,20,Mass.,18,17,0,4,0,1,0,0,18,12
23,2005,20,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,20,Conn.,9,0,1,0,0,0,0,0,8,0
25,2005,20,MID. ATLANTIC,74,86,21,23,4,5,0,0,49,58
26,2005,20,Upstate N.Y.,19,25,2,4,3,3,0,0,14,18
27,2005,20,N.Y. City,10,15,0,0,0,0,0,0,10,15
28,2005,20,N.J.,20,17,0,0,0,0,0,0,20,17
29,2005,20,Pa.,25,29,19,19,1,2,0,0,5,8
30,2005,20,E.N. CENTRAL,51,57,13,8,4,4,0,0,34,45
31,2005,20,Ohio,23,34,0,3,4,4,0,0,19,27
32,2005,20,Ind.,8,8,0,0,0,0,0,0,8,8
33,2005,20,Ill.,2,1,0,0,0,0,0,0,2,1
34,2005,20,Mich.,13,5,13,5,0,0,0,0,0,0
35,2005,20,Wis.,5,9,0,0,0,0,0,0,5,9
36,2005,20,W.N. CENTRAL,31,37,2,0,1,3,0,0,28,34
37,2005,20,Minn.,6,9,1,0,0,0,0,0,5,9
38,2005,20,Iowa,9,8,0,0,1,2,0,0,8,6
39,2005,20,Mo.,9,11,1,0,0,1,0,0,8,10
40,2005,20,N. Dak.,0,1,0,0,0,0,0,0,0,1
41,2005,20,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,20,Nebr.,2,3,0,0,0,0,0,0,2,3
43,2005,20,Kans.,4,4,0,0,0,0,0,0,4,4
44,2005,20,S. ATLANTIC,92,121,2,2,4,2,0,0,86,117
45,2005,20,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,20,Md.,8,6,1,0,2,0,0,0,5,6
47,2005,20,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,20,Va.,11,7,0,0,0,0,0,0,11,7
49,2005,20,W. Va.,4,4,0,0,0,0,0,0,4,4
50,2005,20,N.C.,11,18,1,0,2,2,0,0,8,16
51,2005,20,S.C.,11,12,0,0,0,0,0,0,11,12
52,2005,20,Ga.,8,7,0,0,0,0,0,0,8,7
53,2005,20,Fla.,39,61,0,0,0,0,0,0,39,61
54,2005,20,E.S. CENTRAL,27,29,0,0,2,0,0,0,25,29
55,2005,20,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,20,Tenn.,13,10,0,0,0,0,0,0,13,10
57,2005,20,Ala.,2,6,0,0,0,0,0,0,2,6
58,2005,20,Miss.,4,10,0,0,0,0,0,0,4,10
59,2005,20,W.S. CENTRAL,41,56,1,1,3,1,0,0,37,54
60,2005,20,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,20,La.,19,20,0,1,2,0,0,0,17,19
62,2005,20,Okla.,6,3,1,0,1,1,0,0,4,2
63,2005,20,Tex.,8,23,0,0,0,0,0,0,8,23
64,2005,20,MOUNTAIN,41,30,1,0,3,3,1,0,36,27
65,2005,20,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,20,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,20,Wyo.,0,3,0,0,0,0,0,0,0,3
68,2005,20,Colo.,10,9,1,0,0,0,1,0,8,9
69,2005,20,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,20,Ariz.,21,5,0,0,2,0,0,0,19,5
71,2005,20,Utah,5,2,0,0,1,0,0,0,4,2
72,2005,20,Nev.,3,2,0,0,0,1,0,0,3,1
73,2005,20,PACIFIC,125,172,1,1,5,4,0,0,119,167
74,2005,20,Wash.,20,15,1,1,4,4,0,0,15,10
75,2005,20,Oreg.,23,35,0,0,0,0,0,0,23,35
76,2005,20,Calif.,75,115,0,0,0,0,0,0,75,115
77,2005,20,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,20,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,20,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,20,P.R.,3,5,0,0,0,0,0,0,3,5
81,2005,20,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,20,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,20,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,21,UNITED STATES,554,636,44,42,27,26,0,0,483,568
18,2005,21,NEW ENGLAND,38,33,1,4,0,4,0,0,37,25
19,2005,21,Maine,1,8,0,0,0,1,0,0,1,7
20,2005,21,N.H.,5,3,0,0,0,0,0,0,5,3
21,2005,21,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,21,Mass.,18,20,0,4,0,3,0,0,18,13
23,2005,21,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,21,Conn.,9,1,1,0,0,0,0,0,8,1
25,2005,21,MID. ATLANTIC,75,88,22,25,4,5,0,0,49,58
26,2005,21,Upstate N.Y.,19,25,2,4,3,3,0,0,14,18
27,2005,21,N.Y. City,10,15,0,0,0,0,0,0,10,15
28,2005,21,N.J.,20,17,0,0,0,0,0,0,20,17
29,2005,21,Pa.,26,31,20,21,1,2,0,0,5,8
30,2005,21,E.N. CENTRAL,53,60,13,8,4,4,0,0,36,48
31,2005,21,Ohio,25,37,0,3,4,4,0,0,21,30
32,2005,21,Ind.,8,8,0,0,0,0,0,0,8,8
33,2005,21,Ill.,2,1,0,0,0,0,0,0,2,1
34,2005,21,Mich.,13,5,13,5,0,0,0,0,0,0
35,2005,21,Wis.,5,9,0,0,0,0,0,0,5,9
36,2005,21,W.N. CENTRAL,32,37,2,0,1,3,0,0,29,34
37,2005,21,Minn.,6,9,1,0,0,0,0,0,5,9
38,2005,21,Iowa,9,8,0,0,1,2,0,0,8,6
39,2005,21,Mo.,10,11,1,0,0,1,0,0,9,10
40,2005,21,N. Dak.,0,1,0,0,0,0,0,0,0,1
41,2005,21,S. Dak.,1,1,0,0,0,0,0,0,1,1
42,2005,21,Nebr.,2,3,0,0,0,0,0,0,2,3
43,2005,21,Kans.,4,4,0,0,0,0,0,0,4,4
44,2005,21,S. ATLANTIC,99,124,2,2,4,2,0,0,93,120
45,2005,21,Del.,0,1,0,0,0,0,0,0,0,1
46,2005,21,Md.,9,7,1,0,2,0,0,0,6,7
47,2005,21,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,21,Va.,12,8,0,0,0,0,0,0,12,8
49,2005,21,W. Va.,4,4,0,0,0,0,0,0,4,4
50,2005,21,N.C.,11,18,1,0,2,2,0,0,8,16
51,2005,21,S.C.,11,12,0,0,0,0,0,0,11,12
52,2005,21,Ga.,10,8,0,0,0,0,0,0,10,8
53,2005,21,Fla.,42,61,0,0,0,0,0,0,42,61
54,2005,21,E.S. CENTRAL,27,29,0,0,2,0,0,0,25,29
55,2005,21,Ky.,8,3,0,0,2,0,0,0,6,3
56,2005,21,Tenn.,13,10,0,0,0,0,0,0,13,10
57,2005,21,Ala.,2,6,0,0,0,0,0,0,2,6
58,2005,21,Miss.,4,10,0,0,0,0,0,0,4,10
59,2005,21,W.S. CENTRAL,45,59,1,1,3,1,0,0,41,57
60,2005,21,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,21,La.,20,21,0,1,2,0,0,0,18,20
62,2005,21,Okla.,9,3,1,0,1,1,0,0,7,2
63,2005,21,Tex.,8,25,0,0,0,0,0,0,8,25
64,2005,21,MOUNTAIN,45,30,2,0,4,3,0,0,39,27
65,2005,21,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,21,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,21,Wyo.,0,3,0,0,0,0,0,0,0,3
68,2005,21,Colo.,12,9,2,0,0,0,0,0,10,9
69,2005,21,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,21,Ariz.,21,5,0,0,2,0,0,0,19,5
71,2005,21,Utah,7,2,0,0,2,0,0,0,5,2
72,2005,21,Nev.,3,2,0,0,0,1,0,0,3,1
73,2005,21,PACIFIC,140,176,1,2,5,4,0,0,134,170
74,2005,21,Wash.,28,16,1,2,4,4,0,0,23,10
75,2005,21,Oreg.,23,35,0,0,0,0,0,0,23,35
76,2005,21,Calif.,82,118,0,0,0,0,0,0,82,118
77,2005,21,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,21,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,21,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,21,P.R.,3,5,0,0,0,0,0,0,3,5
81,2005,21,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,21,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,21,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,22,UNITED STATES,590,635,45,46,30,26,0,0,515,563
18,2005,22,NEW ENGLAND,41,33,1,4,0,4,0,0,40,25
19,2005,22,Maine,1,8,0,0,0,1,0,0,1,7
20,2005,22,N.H.,5,3,0,0,0,0,0,0,5,3
21,2005,22,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,22,Mass.,21,20,0,4,0,3,0,0,21,13
23,2005,22,R.I.,2,0,0,0,0,0,0,0,2,0
24,2005,22,Conn.,9,1,1,0,0,0,0,0,8,1
25,2005,22,MID. ATLANTIC,80,93,23,28,4,5,0,0,53,60
26,2005,22,Upstate N.Y.,21,27,2,5,3,3,0,0,16,19
27,2005,22,N.Y. City,10,15,0,0,0,0,0,0,10,15
28,2005,22,N.J.,22,17,0,0,0,0,0,0,22,17
29,2005,22,Pa.,27,34,21,23,1,2,0,0,5,9
30,2005,22,E.N. CENTRAL,55,63,13,9,5,4,0,0,37,50
31,2005,22,Ohio,27,38,0,3,5,4,0,0,22,31
32,2005,22,Ind.,8,8,0,0,0,0,0,0,8,8
33,2005,22,Ill.,2,1,0,0,0,0,0,0,2,1
34,2005,22,Mich.,13,6,13,6,0,0,0,0,0,0
35,2005,22,Wis.,5,10,0,0,0,0,0,0,5,10
36,2005,22,W.N. CENTRAL,35,41,2,0,1,3,0,0,32,38
37,2005,22,Minn.,6,12,1,0,0,0,0,0,5,12
38,2005,22,Iowa,9,8,0,0,1,2,0,0,8,6
39,2005,22,Mo.,10,13,1,0,0,1,0,0,9,12
40,2005,22,N. Dak.,0,1,0,0,0,0,0,0,0,1
41,2005,22,S. Dak.,2,1,0,0,0,0,0,0,2,1
42,2005,22,Nebr.,3,2,0,0,0,0,0,0,3,2
43,2005,22,Kans.,5,4,0,0,0,0,0,0,5,4
44,2005,22,S. ATLANTIC,106,125,2,2,4,2,0,0,100,121
45,2005,22,Del.,2,1,0,0,0,0,0,0,2,1
46,2005,22,Md.,10,7,1,0,2,0,0,0,7,7
47,2005,22,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,22,Va.,12,8,0,0,0,0,0,0,12,8
49,2005,22,W. Va.,4,4,0,0,0,0,0,0,4,4
50,2005,22,N.C.,11,18,1,0,2,2,0,0,8,16
51,2005,22,S.C.,11,12,0,0,0,0,0,0,11,12
52,2005,22,Ga.,10,8,0,0,0,0,0,0,10,8
53,2005,22,Fla.,46,62,0,0,0,0,0,0,46,62
54,2005,22,E.S. CENTRAL,29,29,0,0,3,0,0,0,26,29
55,2005,22,Ky.,9,3,0,0,3,0,0,0,6,3
56,2005,22,Tenn.,13,10,0,0,0,0,0,0,13,10
57,2005,22,Ala.,3,6,0,0,0,0,0,0,3,6
58,2005,22,Miss.,4,10,0,0,0,0,0,0,4,10
59,2005,22,W.S. CENTRAL,45,39,1,1,3,1,0,0,41,37
60,2005,22,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,22,La.,20,24,0,1,2,0,0,0,18,23
62,2005,22,Okla.,9,3,1,0,1,1,0,0,7,2
63,2005,22,Tex.,8,2,0,0,0,0,0,0,8,2
64,2005,22,MOUNTAIN,53,31,2,0,5,3,0,0,46,28
65,2005,22,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,22,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,22,Wyo.,0,3,0,0,0,0,0,0,0,3
68,2005,22,Colo.,12,9,2,0,0,0,0,0,10,9
69,2005,22,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,22,Ariz.,28,6,0,0,2,0,0,0,26,6
71,2005,22,Utah,7,2,0,0,2,0,0,0,5,2
72,2005,22,Nev.,4,2,0,0,1,1,0,0,3,1
73,2005,22,PACIFIC,146,181,1,2,5,4,0,0,140,175
74,2005,22,Wash.,28,16,1,2,4,4,0,0,23,10
75,2005,22,Oreg.,23,37,0,0,0,0,0,0,23,37
76,2005,22,Calif.,88,121,0,0,0,0,0,0,88,121
77,2005,22,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,22,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,22,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,22,P.R.,3,8,0,0,0,0,0,0,3,8
81,2005,22,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,22,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,22,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,23,UNITED STATES,627,664,49,47,31,27,0,0,547,590
18,2005,23,NEW ENGLAND,45,34,1,4,0,4,0,0,44,26
19,2005,23,Maine,1,8,0,0,0,1,0,0,1,7
20,2005,23,N.H.,6,3,0,0,0,0,0,0,6,3
21,2005,23,Vt.,3,1,0,0,0,0,0,0,3,1
22,2005,23,Mass.,24,20,0,4,0,3,0,0,24,13
23,2005,23,R.I.,2,1,0,0,0,0,0,0,2,1
24,2005,23,Conn.,9,1,1,0,0,0,0,0,8,1
25,2005,23,MID. ATLANTIC,84,98,25,29,4,5,0,0,55,64
26,2005,23,Upstate N.Y.,22,29,3,5,3,3,0,0,16,21
27,2005,23,N.Y. City,10,16,0,0,0,0,0,0,10,16
28,2005,23,N.J.,23,18,0,0,0,0,0,0,23,18
29,2005,23,Pa.,29,35,22,24,1,2,0,0,6,9
30,2005,23,E.N. CENTRAL,58,65,15,9,5,5,0,0,38,51
31,2005,23,Ohio,28,38,0,3,5,4,0,0,23,31
32,2005,23,Ind.,8,10,0,0,0,1,0,0,8,9
33,2005,23,Ill.,2,1,0,0,0,0,0,0,2,1
34,2005,23,Mich.,15,6,15,6,0,0,0,0,0,0
35,2005,23,Wis.,5,10,0,0,0,0,0,0,5,10
36,2005,23,W.N. CENTRAL,40,42,2,0,1,3,0,0,37,39
37,2005,23,Minn.,6,12,1,0,0,0,0,0,5,12
38,2005,23,Iowa,11,9,0,0,1,2,0,0,10,7
39,2005,23,Mo.,12,13,1,0,0,1,0,0,11,12
40,2005,23,N. Dak.,0,1,0,0,0,0,0,0,0,1
41,2005,23,S. Dak.,2,1,0,0,0,0,0,0,2,1
42,2005,23,Nebr.,3,2,0,0,0,0,0,0,3,2
43,2005,23,Kans.,6,4,0,0,0,0,0,0,6,4
44,2005,23,S. ATLANTIC,111,135,2,2,4,2,0,0,105,131
45,2005,23,Del.,2,2,0,0,0,0,0,0,2,2
46,2005,23,Md.,11,7,1,0,2,0,0,0,8,7
47,2005,23,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,23,Va.,14,9,0,0,0,0,0,0,14,9
49,2005,23,W. Va.,4,4,0,0,0,0,0,0,4,4
50,2005,23,N.C.,11,20,1,0,2,2,0,0,8,18
51,2005,23,S.C.,11,13,0,0,0,0,0,0,11,13
52,2005,23,Ga.,10,9,0,0,0,0,0,0,10,9
53,2005,23,Fla.,48,66,0,0,0,0,0,0,48,66
54,2005,23,E.S. CENTRAL,33,29,0,0,3,0,0,0,30,29
55,2005,23,Ky.,11,3,0,0,3,0,0,0,8,3
56,2005,23,Tenn.,15,10,0,0,0,0,0,0,15,10
57,2005,23,Ala.,3,6,0,0,0,0,0,0,3,6
58,2005,23,Miss.,4,10,0,0,0,0,0,0,4,10
59,2005,23,W.S. CENTRAL,47,40,1,1,4,1,0,0,42,38
60,2005,23,Ark.,8,10,0,0,0,0,0,0,8,10
61,2005,23,La.,21,24,0,1,2,0,0,0,19,23
62,2005,23,Okla.,10,4,1,0,2,1,0,0,7,3
63,2005,23,Tex.,8,2,0,0,0,0,0,0,8,2
64,2005,23,MOUNTAIN,57,36,2,0,5,3,0,0,50,33
65,2005,23,Mont.,0,1,0,0,0,0,0,0,0,1
66,2005,23,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,23,Wyo.,0,3,0,0,0,0,0,0,0,3
68,2005,23,Colo.,12,11,2,0,0,0,0,0,10,11
69,2005,23,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,23,Ariz.,32,6,0,0,2,0,0,0,30,6
71,2005,23,Utah,7,2,0,0,2,0,0,0,5,2
72,2005,23,Nev.,4,5,0,0,1,1,0,0,3,4
73,2005,23,PACIFIC,152,185,1,2,5,4,0,0,146,179
74,2005,23,Wash.,29,16,1,2,4,4,0,0,24,10
75,2005,23,Oreg.,23,37,0,0,0,0,0,0,23,37
76,2005,23,Calif.,93,125,0,0,0,0,0,0,93,125
77,2005,23,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,23,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,23,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,23,P.R.,4,9,0,0,0,0,0,0,4,9
81,2005,23,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,23,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,23,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
17,2005,24,UNITED STATES,649,683,50,50,31,27,0,0,568,606
18,2005,24,NEW ENGLAND,48,35,1,4,0,4,0,0,47,27
19,2005,24,Maine,2,8,0,0,0,1,0,0,2,7
20,2005,24,N.H.,6,3,0,0,0,0,0,0,6,3
21,2005,24,Vt.,4,1,0,0,0,0,0,0,4,1
22,2005,24,Mass.,24,21,0,4,0,3,0,0,24,14
23,2005,24,R.I.,2,1,0,0,0,0,0,0,2,1
24,2005,24,Conn.,10,1,1,0,0,0,0,0,9,1
25,2005,24,MID. ATLANTIC,87,102,25,30,4,5,0,0,58,67
26,2005,24,Upstate N.Y.,22,30,3,5,3,3,0,0,16,22
27,2005,24,N.Y. City,12,17,0,0,0,0,0,0,12,17
28,2005,24,N.J.,24,19,0,0,0,0,0,0,24,19
29,2005,24,Pa.,29,36,22,25,1,2,0,0,6,9
30,2005,24,E.N. CENTRAL,58,69,15,11,5,5,0,0,38,53
31,2005,24,Ohio,28,40,0,3,5,4,0,0,23,33
32,2005,24,Ind.,8,10,0,0,0,1,0,0,8,9
33,2005,24,Ill.,2,1,0,0,0,0,0,0,2,1
34,2005,24,Mich.,15,8,15,8,0,0,0,0,0,0
35,2005,24,Wis.,5,10,0,0,0,0,0,0,5,10
36,2005,24,W.N. CENTRAL,43,44,2,0,1,3,0,0,40,41
37,2005,24,Minn.,6,13,1,0,0,0,0,0,5,13
38,2005,24,Iowa,11,9,0,0,1,2,0,0,10,7
39,2005,24,Mo.,15,13,1,0,0,1,0,0,14,12
40,2005,24,N. Dak.,0,1,0,0,0,0,0,0,0,1
41,2005,24,S. Dak.,2,1,0,0,0,0,0,0,2,1
42,2005,24,Nebr.,3,2,0,0,0,0,0,0,3,2
43,2005,24,Kans.,6,5,0,0,0,0,0,0,6,5
44,2005,24,S. ATLANTIC,117,137,3,2,4,2,0,0,110,133
45,2005,24,Del.,2,2,0,0,0,0,0,0,2,2
46,2005,24,Md.,11,7,1,0,2,0,0,0,8,7
47,2005,24,D.C.,0,5,0,2,0,0,0,0,0,3
48,2005,24,Va.,16,9,0,0,0,0,0,0,16,9
49,2005,24,W. Va.,5,4,1,0,0,0,0,0,4,4
50,2005,24,N.C.,11,20,1,0,2,2,0,0,8,18
51,2005,24,S.C.,11,13,0,0,0,0,0,0,11,13
52,2005,24,Ga.,11,9,0,0,0,0,0,0,11,9
53,2005,24,Fla.,50,68,0,0,0,0,0,0,50,68
54,2005,24,E.S. CENTRAL,33,30,0,0,3,0,0,0,30,30
55,2005,24,Ky.,11,3,0,0,3,0,0,0,8,3
56,2005,24,Tenn.,15,10,0,0,0,0,0,0,15,10
57,2005,24,Ala.,3,7,0,0,0,0,0,0,3,7
58,2005,24,Miss.,4,10,0,0,0,0,0,0,4,10
59,2005,24,W.S. CENTRAL,49,40,1,1,4,1,0,0,44,38
60,2005,24,Ark.,9,10,0,0,0,0,0,0,9,10
61,2005,24,La.,21,24,0,1,2,0,0,0,19,23
62,2005,24,Okla.,10,4,1,0,2,1,0,0,7,3
63,2005,24,Tex.,9,2,0,0,0,0,0,0,9,2
64,2005,24,MOUNTAIN,57,37,2,0,5,3,0,0,50,34
65,2005,24,Mont.,0,2,0,0,0,0,0,0,0,2
66,2005,24,Idaho,1,4,0,0,0,0,0,0,1,4
67,2005,24,Wyo.,0,3,0,0,0,0,0,0,0,3
68,2005,24,Colo.,12,11,2,0,0,0,0,0,10,11
69,2005,24,N. Mex.,1,4,0,0,0,2,0,0,1,2
70,2005,24,Ariz.,31,6,0,0,2,0,0,0,29,6
71,2005,24,Utah,7,2,0,0,2,0,0,0,5,2
72,2005,24,Nev.,5,5,0,0,1,1,0,0,4,4
73,2005,24,PACIFIC,157,189,1,2,5,4,0,0,151,183
74,2005,24,Wash.,29,16,1,2,4,4,0,0,24,10
75,2005,24,Oreg.,23,37,0,0,0,0,0,0,23,37
76,2005,24,Calif.,98,129,0,0,0,0,0,0,98,129
77,2005,24,Alaska,1,2,0,0,0,0,0,0,1,2
78,2005,24,Hawaii,6,5,0,0,1,0,0,0,5,5
79,2005,24,Guam,0,0,0,0,0,0,0,0,0,0
80,2005,24,P.R.,4,9,0,0,0,0,0,0,4,9
81,2005,24,V.I.,0,0,0,0,0,0,0,0,0,0
82,2005,24,Amer. Samoa,0,0,0,0,0,0,0,0,0,0
83,2005,24,C.N.M.I.,0,0,0,0,0,0,0,0,0,0
