,year,mmwr_week,Reporting Area,"Meningococcal diseases, invasive �, All groups current week","Meningococcal diseases, invasive �, All groups previous 52 weeks median ","Meningococcal diseases, invasive �, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive �, All groups cummulative for 2010","Meningococcal diseases, invasive �, All groups cummulative for 2009",Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2010,Pertussis cummulative for 2009,"Rabies, animal current week","Rabies, animal previous 52 weeks median ","Rabies, animal previous 52 weeks maximum ","Rabies, animal cummulative for 2010","Rabies, animal cummulative for 2009"
32,2010,41,N.Y. (Upstate),1,0,3,10,17,5,8,27,401,174,11,8,19,423,376
33,2010,41,N.Y. City,0,0,2,14,14,5,0,9,71,79,0,1,12,112,17
34,2010,41,Pa.,1,0,2,16,36,22,9,39,566,518,0,5,24,310,100
35,2010,41,E.N. CENTRAL,2,2,8,105,134,54,74,173,"3,612","2,620",3,2,38,266,211
36,2010,41,Ill.,0,0,4,19,34,0,12,29,574,556,0,1,22,160,79
37,2010,41,Ind.,0,0,3,22,28,0,9,26,429,298,0,0,0,0,25
38,2010,41,Mich.,1,0,2,17,18,11,22,51,"1,022",706,3,1,5,63,63
39,2010,41,Ohio,1,1,2,27,34,43,22,69,"1,245",911,0,0,12,43,44
40,2010,41,Wis.,0,0,2,20,20,0,6,17,342,149,0,0,0,0,0
41,2010,41,W.N. CENTRAL,0,1,6,41,61,156,27,627,"1,691","1,800",4,4,16,206,335
42,2010,41,Iowa,0,0,3,9,8,0,6,25,359,195,0,0,2,7,30
43,2010,41,Kans.,0,0,2,6,11,0,3,9,129,208,0,1,4,54,67
44,2010,41,Minn.,0,0,2,2,11,143,0,601,682,366,0,0,9,26,51
45,2010,41,Mo.,0,0,3,17,21,5,8,25,291,855,0,1,6,62,62
46,2010,41,Nebr.,0,0,2,5,7,5,2,13,163,123,1,1,4,44,73
47,2010,41,N. Dak.,0,0,1,2,1,3,0,30,41,17,3,0,7,13,4
48,2010,41,S. Dak.,0,0,2,0,2,0,1,5,26,36,0,0,2,0,48
49,2010,41,S. ATLANTIC,0,3,7,110,139,11,27,77,"1,212","1,373",5,22,73,875,"1,783"
50,2010,41,Del.,0,0,1,2,2,0,0,4,10,12,0,0,0,0,0
51,2010,41,D.C.,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0
52,2010,41,Fla.,0,1,5,50,45,7,5,28,258,454,0,0,60,72,161
53,2010,41,Ga.,0,0,2,9,28,0,3,18,185,205,0,0,13,0,337
54,2010,41,Md.,0,0,1,6,9,1,2,8,95,120,0,6,14,297,327
55,2010,41,N.C.,0,0,2,14,27,0,1,32,124,166,0,0,11,0,414
56,2010,41,S.C.,0,0,1,10,11,3,5,19,292,216,0,0,0,0,0
57,2010,41,Va.,0,0,2,17,12,0,5,15,176,167,5,10,25,448,449
58,2010,41,W. Va.,0,0,2,2,5,0,1,13,68,27,0,1,6,58,95
59,2010,41,E.S. CENTRAL,1,1,4,34,25,2,14,32,589,671,0,3,7,126,126
60,2010,41,Ala.,0,0,2,6,7,0,4,8,154,263,0,0,4,41,0
61,2010,41,Ky.,1,0,2,16,4,0,4,13,208,196,0,0,4,16,43
62,2010,41,Miss.,0,0,1,3,3,0,1,6,53,56,0,0,1,1,4
63,2010,41,Tenn.,0,0,2,9,11,2,4,11,174,156,0,1,4,68,79
64,2010,41,W.S. CENTRAL,0,1,9,65,68,17,57,753,"2,249","2,619",0,1,30,61,772
65,2010,41,Ark.,0,0,2,5,6,0,3,29,119,291,0,0,7,21,38
66,2010,41,La.,0,0,4,12,13,0,1,4,29,134,0,0,0,0,0
67,2010,41,Okla.,0,0,7,15,10,1,0,41,54,41,0,0,30,40,30
68,2010,41,Tex.,0,1,7,33,39,16,49,681,"2,047","2,153",0,0,26,0,704
69,2010,41,MOUNTAIN,0,1,6,45,54,16,22,46,"1,008",795,0,1,8,66,94
70,2010,41,Ariz.,0,0,2,11,12,1,7,14,317,200,0,0,5,0,0
71,2010,41,Colo.,0,0,4,14,18,11,4,15,182,188,0,0,0,0,0
72,2010,41,Idaho,0,0,2,7,6,4,3,19,170,68,0,0,2,11,8
73,2010,41,Mont.,0,0,1,1,5,0,1,12,62,48,0,0,3,16,25
74,2010,41,Nev.,0,0,1,8,4,0,0,7,29,23,0,0,1,5,6
75,2010,41,N. Mex.,0,0,1,3,3,0,2,9,84,59,0,0,3,11,22
76,2010,41,Utah,0,0,1,1,2,0,3,10,154,187,0,0,1,2,12
77,2010,41,Wyo.,0,0,1,0,4,0,0,2,10,22,0,0,4,21,21
78,2010,41,PACIFIC,2,3,16,119,152,29,35,189,"2,592","1,085",1,3,12,123,219
79,2010,41,Alaska,0,0,1,1,6,0,0,6,35,38,0,0,2,12,11
80,2010,41,Calif.,2,2,13,79,99,8,25,166,"1,912",545,1,2,12,100,197
81,2010,41,Hawaii,0,0,1,1,5,0,0,6,38,37,0,0,0,0,0
82,2010,41,Oreg.,0,1,3,25,29,1,6,16,279,230,0,0,2,11,11
83,2010,41,Wash.,0,0,7,13,13,20,4,38,328,235,0,0,0,0,0
84,2010,41,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,41,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,41,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,41,P.R.,0,0,1,0,0,0,0,1,2,1,0,1,3,36,34
88,2010,41,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,42,UNITED STATES,8,16,43,593,762,199,308,"1,756","15,121","12,689",34,68,139,"2,779","4,406"
23,2010,42,NEW ENGLAND,0,0,2,13,28,0,8,20,340,554,4,4,15,203,289
24,2010,42,Conn.,0,0,2,2,3,0,1,8,92,45,0,0,14,59,126
25,2010,42,Maine,0,0,1,3,4,0,0,5,36,76,2,1,4,54,48
26,2010,42,Mass.,0,0,1,3,13,0,4,11,164,315,0,0,0,0,0
27,2010,42,N.H.,0,0,0,0,3,0,0,3,15,71,0,0,5,12,28
28,2010,42,R.I.,0,0,0,0,4,0,0,8,22,36,0,1,4,31,38
29,2010,42,Vt.,0,0,1,5,1,0,0,4,11,11,2,1,5,47,49
30,2010,42,MID. ATLANTIC,1,1,4,50,84,23,22,64,"1,181",984,7,18,41,859,497
31,2010,42,N.J.,0,0,2,9,16,0,3,8,101,204,0,0,0,0,0
32,2010,42,N.Y. (Upstate),1,0,3,11,17,18,8,27,419,175,6,9,19,429,380
33,2010,42,N.Y. City,0,0,2,14,14,0,0,9,71,80,1,2,12,120,17
34,2010,42,Pa.,0,0,2,16,37,5,9,39,590,525,0,5,24,310,100
35,2010,42,E.N. CENTRAL,0,2,8,107,139,57,74,173,"3,732","2,666",0,2,27,218,212
36,2010,42,Ill.,0,0,4,19,36,0,12,29,605,559,0,1,11,112,79
37,2010,42,Ind.,0,0,3,22,30,0,9,26,429,304,0,0,0,0,25
38,2010,42,Mich.,0,0,2,18,18,8,23,51,"1,056",724,0,1,5,63,63
39,2010,42,Ohio,0,1,2,27,34,49,22,69,"1,294",929,0,0,12,43,45
40,2010,42,Wis.,0,0,2,21,21,0,6,17,348,150,0,0,0,0,0
41,2010,42,W.N. CENTRAL,1,1,6,42,61,20,28,627,"1,744","1,829",0,4,16,206,346
42,2010,42,Iowa,0,0,3,9,8,0,6,25,372,201,0,0,2,7,31
43,2010,42,Kans.,0,0,2,6,11,0,3,9,132,213,0,1,4,54,69
44,2010,42,Minn.,0,0,2,2,11,0,0,601,682,366,0,0,9,26,55
45,2010,42,Mo.,1,0,3,18,21,13,8,25,313,867,0,1,6,62,62
46,2010,42,Nebr.,0,0,2,5,7,7,2,13,178,126,0,1,4,44,77
47,2010,42,N. Dak.,0,0,1,2,1,0,0,30,41,17,0,0,7,13,4
48,2010,42,S. Dak.,0,0,2,0,2,0,1,5,26,39,0,0,2,0,48
49,2010,42,S. ATLANTIC,2,2,7,113,140,13,27,77,"1,241","1,394",22,21,73,906,"1,821"
50,2010,42,Del.,0,0,1,2,2,0,0,4,10,12,0,0,0,0,0
51,2010,42,D.C.,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0
52,2010,42,Fla.,0,1,5,50,45,6,5,28,264,459,0,0,60,72,161
53,2010,42,Ga.,0,0,2,9,29,0,3,18,193,206,0,0,13,0,345
54,2010,42,Md.,0,0,1,7,9,1,3,8,101,123,7,7,14,313,333
55,2010,42,N.C.,0,0,2,14,27,0,1,32,124,170,0,0,10,0,420
56,2010,42,S.C.,0,0,1,10,11,0,5,19,292,220,0,0,0,0,0
57,2010,42,Va.,2,0,2,19,12,0,5,15,176,170,10,10,25,458,466
58,2010,42,W. Va.,0,0,2,2,5,6,1,13,77,28,5,1,6,63,96
59,2010,42,E.S. CENTRAL,0,1,4,35,25,4,14,33,602,677,0,3,7,126,128
60,2010,42,Ala.,0,0,2,6,7,0,4,8,160,265,0,0,4,41,0
61,2010,42,Ky.,0,0,2,16,4,0,4,13,208,196,0,0,4,16,43
62,2010,42,Miss.,0,0,1,4,3,0,1,7,54,58,0,0,1,1,4
63,2010,42,Tenn.,0,0,2,9,11,4,4,11,180,158,0,1,4,68,81
64,2010,42,W.S. CENTRAL,0,1,9,65,73,25,57,753,"2,285","2,686",0,1,30,61,792
65,2010,42,Ark.,0,0,2,5,8,0,3,29,119,295,0,0,7,21,38
66,2010,42,La.,0,0,4,12,15,0,1,4,30,135,0,0,0,0,0
67,2010,42,Okla.,0,0,7,15,11,0,0,41,54,41,0,0,30,40,30
68,2010,42,Tex.,0,1,7,33,39,25,49,681,"2,082","2,215",0,0,20,0,724
69,2010,42,MOUNTAIN,1,1,6,46,55,19,22,49,"1,065",803,0,1,8,76,97
70,2010,42,Ariz.,0,0,2,11,12,0,7,14,325,203,0,0,5,0,0
71,2010,42,Colo.,1,0,4,15,18,16,4,15,198,188,0,0,0,0,0
72,2010,42,Idaho,0,0,2,7,7,2,3,19,172,68,0,0,2,11,8
73,2010,42,Mont.,0,0,1,1,5,0,1,12,65,49,0,0,3,16,25
74,2010,42,Nev.,0,0,1,8,4,1,0,7,30,23,0,0,2,7,6
75,2010,42,N. Mex.,0,0,1,3,3,0,2,9,88,59,0,0,3,11,25
76,2010,42,Utah,0,0,1,1,2,0,4,11,177,191,0,0,2,10,12
77,2010,42,Wyo.,0,0,1,0,4,0,0,2,10,22,0,0,4,21,21
78,2010,42,PACIFIC,3,3,16,122,157,38,39,204,"2,931","1,096",1,3,12,124,224
79,2010,42,Alaska,0,0,1,1,6,0,0,6,35,38,0,0,2,12,11
80,2010,42,Calif.,1,2,13,80,101,15,27,176,"2,226",553,1,2,12,101,202
81,2010,42,Hawaii,0,0,1,1,5,0,0,6,39,37,0,0,0,0,0
82,2010,42,Oreg.,0,1,3,25,32,1,6,16,285,232,0,0,2,11,11
83,2010,42,Wash.,2,0,7,15,13,22,4,38,346,236,0,0,0,0,0
84,2010,42,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,42,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,42,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,42,P.R.,0,0,1,0,0,0,0,1,2,1,0,1,3,36,36
88,2010,42,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,43,UNITED STATES,8,16,43,603,778,191,309,"1,756","15,605","12,925",15,67,140,"2,803","4,494"
23,2010,43,NEW ENGLAND,0,0,2,13,29,0,7,21,348,561,1,4,15,205,295
24,2010,43,Conn.,0,0,2,2,3,0,1,8,95,45,0,0,14,59,130
25,2010,43,Maine,0,0,1,3,4,0,0,5,37,76,0,1,4,55,48
26,2010,43,Mass.,0,0,1,3,14,0,4,11,164,318,0,0,0,0,0
27,2010,43,N.H.,0,0,0,0,3,0,0,2,15,72,0,0,5,12,29
28,2010,43,R.I.,0,0,0,0,4,0,0,9,26,39,0,1,4,31,38
29,2010,43,Vt.,0,0,1,5,1,0,0,4,11,11,1,1,5,48,50
30,2010,43,MID. ATLANTIC,0,1,4,52,85,41,23,64,"1,237","1,002",10,18,41,869,507
31,2010,43,N.J.,0,0,2,9,16,0,3,8,103,209,0,0,0,0,0
32,2010,43,N.Y. (Upstate),0,0,3,11,17,24,8,27,443,183,10,9,19,439,389
33,2010,43,N.Y. City,0,0,2,14,14,0,0,9,73,80,0,2,12,120,18
34,2010,43,Pa.,0,0,2,18,38,17,10,40,618,530,0,5,24,310,100
35,2010,43,E.N. CENTRAL,1,2,8,108,141,51,74,173,"3,793","2,713",0,2,27,218,213
36,2010,43,Ill.,0,0,4,19,37,0,12,29,615,563,0,1,11,112,80
37,2010,43,Ind.,0,0,3,22,31,0,9,26,429,314,0,0,0,0,25
38,2010,43,Mich.,0,0,2,18,18,0,23,51,"1,056",738,0,1,5,63,63
39,2010,43,Ohio,1,1,2,28,34,51,23,69,"1,345",946,0,0,12,43,45
40,2010,43,Wis.,0,0,2,21,21,0,6,17,348,152,0,0,0,0,0
41,2010,43,W.N. CENTRAL,0,1,6,42,65,29,30,627,"1,830","1,852",2,4,16,210,349
42,2010,43,Iowa,0,0,3,9,8,0,8,26,407,206,0,0,2,7,31
43,2010,43,Kans.,0,0,2,6,13,2,3,9,136,215,1,1,4,56,69
44,2010,43,Minn.,0,0,2,2,11,0,0,601,692,366,0,0,9,26,55
45,2010,43,Mo.,0,0,3,18,21,25,8,25,346,880,1,1,6,64,64
46,2010,43,Nebr.,0,0,2,5,7,2,2,13,182,128,0,1,4,44,77
47,2010,43,N. Dak.,0,0,1,2,1,0,0,30,41,17,0,0,7,13,4
48,2010,43,S. Dak.,0,0,2,0,4,0,1,5,26,40,0,0,2,0,49
49,2010,43,S. ATLANTIC,0,3,7,114,142,23,27,78,"1,294","1,425",0,21,73,908,"1,865"
50,2010,43,Del.,0,0,1,2,2,0,0,4,11,13,0,0,0,0,0
51,2010,43,D.C.,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0
52,2010,43,Fla.,0,1,5,51,45,5,5,28,269,464,0,0,60,72,161
53,2010,43,Ga.,0,0,2,9,29,7,3,18,202,208,0,0,13,0,352
54,2010,43,Md.,0,0,1,7,9,3,3,8,111,126,0,7,14,313,341
55,2010,43,N.C.,0,0,2,14,27,0,1,32,124,179,0,0,10,0,423
56,2010,43,S.C.,0,0,1,10,11,1,5,19,294,225,0,0,0,0,0
57,2010,43,Va.,0,0,2,19,14,4,5,15,194,176,0,10,25,458,486
58,2010,43,W. Va.,0,0,2,2,5,3,1,13,84,28,0,1,7,65,102
59,2010,43,E.S. CENTRAL,2,1,4,37,25,8,14,33,623,684,2,3,7,132,130
60,2010,43,Ala.,0,0,2,6,7,0,4,8,167,267,1,0,4,44,0
61,2010,43,Ky.,1,0,2,17,4,4,4,13,216,200,1,0,4,19,44
62,2010,43,Miss.,0,0,1,4,3,0,1,7,54,58,0,0,1,1,4
63,2010,43,Tenn.,1,0,2,10,11,4,4,11,186,159,0,1,4,68,82
64,2010,43,W.S. CENTRAL,2,1,9,70,76,25,57,753,"2,357","2,742",0,1,30,61,811
65,2010,43,Ark.,0,0,1,5,8,7,3,29,159,304,0,0,7,21,38
66,2010,43,La.,0,0,4,12,16,0,1,4,30,136,0,0,0,0,0
67,2010,43,Okla.,0,0,7,15,11,0,0,41,54,41,0,0,30,40,30
68,2010,43,Tex.,2,1,7,38,41,18,48,681,"2,114","2,261",0,0,19,0,743
69,2010,43,MOUNTAIN,0,1,6,46,55,4,23,56,"1,133",823,0,1,8,76,97
70,2010,43,Ariz.,0,0,2,11,12,2,7,16,348,214,0,0,5,0,0
71,2010,43,Colo.,0,0,4,15,18,0,4,16,198,190,0,0,0,0,0
72,2010,43,Idaho,0,0,2,7,7,2,3,19,174,68,0,0,2,11,8
73,2010,43,Mont.,0,0,1,1,5,0,1,12,66,52,0,0,3,16,25
74,2010,43,Nev.,0,0,1,8,4,0,0,7,30,24,0,0,2,7,6
75,2010,43,N. Mex.,0,0,1,3,3,0,2,10,108,60,0,0,2,11,25
76,2010,43,Utah,0,0,1,1,2,0,4,14,199,193,0,0,2,10,12
77,2010,43,Wyo.,0,0,1,0,4,0,0,2,10,22,0,0,4,21,21
78,2010,43,PACIFIC,3,3,16,121,160,10,39,205,"2,990","1,123",0,3,12,124,227
79,2010,43,Alaska,0,0,1,1,6,0,0,6,35,38,0,0,2,12,11
80,2010,43,Calif.,2,1,13,77,103,0,27,177,"2,277",573,0,2,12,100,205
81,2010,43,Hawaii,0,0,1,1,5,0,0,6,39,37,0,0,0,0,0
82,2010,43,Oreg.,1,1,2,27,33,0,6,16,289,234,0,0,2,12,11
83,2010,43,Wash.,0,0,7,15,13,10,5,38,350,241,0,0,0,0,0
84,2010,43,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,43,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,43,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,43,P.R.,0,0,1,0,0,0,0,1,2,1,0,1,3,36,37
88,2010,43,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,44,UNITED STATES,6,15,43,622,796,225,309,"1,756","16,192","13,214",23,66,140,"2,857","4,562"
23,2010,44,NEW ENGLAND,0,0,3,16,29,1,8,22,410,569,3,4,15,208,300
24,2010,44,Conn.,0,0,2,2,3,0,1,8,95,46,0,0,14,59,132
25,2010,44,Maine,0,0,1,3,4,0,0,5,39,77,1,1,4,56,49
26,2010,44,Mass.,0,0,2,6,14,1,5,13,224,323,0,0,0,0,0
27,2010,44,N.H.,0,0,0,0,3,0,0,2,15,72,1,0,5,13,29
28,2010,44,R.I.,0,0,0,0,4,0,0,9,26,40,0,1,4,31,38
29,2010,44,Vt.,0,0,1,5,1,0,0,4,11,11,1,1,5,49,52
30,2010,44,MID. ATLANTIC,1,1,4,53,89,32,25,64,"1,274","1,023",11,18,41,880,512
31,2010,44,N.J.,0,0,2,9,16,0,3,8,103,213,0,0,0,0,0
32,2010,44,N.Y. (Upstate),0,0,3,11,17,14,8,27,457,188,11,9,19,450,394
33,2010,44,N.Y. City,0,0,2,14,16,2,0,9,75,83,0,2,12,120,18
34,2010,44,Pa.,1,0,2,19,40,16,10,40,639,539,0,5,24,310,100
35,2010,44,E.N. CENTRAL,1,2,8,110,144,77,77,173,"4,011","2,754",0,2,27,218,215
36,2010,44,Ill.,0,0,4,19,37,0,12,29,615,565,0,1,11,112,81
37,2010,44,Ind.,0,0,3,23,32,0,9,26,468,326,0,0,0,0,25
38,2010,44,Mich.,0,0,2,18,19,6,23,53,"1,131",749,0,1,5,63,63
39,2010,44,Ohio,1,1,2,29,35,71,25,69,"1,416",959,0,0,12,43,46
40,2010,44,Wis.,0,0,2,21,21,0,6,19,381,155,0,0,0,0,0
41,2010,44,W.N. CENTRAL,0,1,6,42,68,22,30,627,"1,882","1,928",1,4,16,211,350
42,2010,44,Iowa,0,0,3,9,10,0,9,26,427,207,0,0,2,7,31
43,2010,44,Kans.,0,0,2,6,13,0,3,9,136,217,0,1,4,56,69
44,2010,44,Minn.,0,0,2,2,11,0,0,601,692,419,0,0,9,26,56
45,2010,44,Mo.,0,0,3,18,21,17,8,33,371,897,0,1,6,64,64
46,2010,44,Nebr.,0,0,2,5,8,5,2,13,189,130,1,1,4,45,77
47,2010,44,N. Dak.,0,0,1,2,1,0,0,30,41,17,0,0,7,13,4
48,2010,44,S. Dak.,0,0,1,0,4,0,1,5,26,41,0,0,2,0,49
49,2010,44,S. ATLANTIC,2,3,7,116,143,6,27,78,"1,304","1,438",8,21,73,946,"1,889"
50,2010,44,Del.,0,0,1,2,2,0,0,4,11,13,0,0,0,0,0
51,2010,44,D.C.,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0
52,2010,44,Fla.,2,1,5,53,45,3,5,28,272,466,0,0,60,72,161
53,2010,44,Ga.,0,0,2,9,29,0,3,18,202,209,0,0,13,0,357
54,2010,44,Md.,0,0,1,7,10,1,3,8,115,130,4,7,14,325,352
55,2010,44,N.C.,0,0,2,14,27,0,0,32,124,180,0,0,10,0,427
56,2010,44,S.C.,0,0,1,10,11,0,5,19,294,228,0,0,0,0,0
57,2010,44,Va.,0,0,2,19,14,1,5,15,196,178,0,10,25,480,487
58,2010,44,W. Va.,0,0,2,2,5,1,1,13,85,28,4,1,7,69,105
59,2010,44,E.S. CENTRAL,0,1,4,38,26,5,14,33,644,701,0,3,7,133,133
60,2010,44,Ala.,0,0,2,6,7,0,4,8,169,271,0,0,4,45,0
61,2010,44,Ky.,0,0,2,17,4,5,4,13,229,204,0,0,4,19,45
62,2010,44,Miss.,0,0,1,5,3,0,1,7,58,62,0,0,1,1,4
63,2010,44,Tenn.,0,0,2,10,12,0,4,11,188,164,0,1,4,68,84
64,2010,44,W.S. CENTRAL,0,1,9,70,79,20,57,753,"2,416","2,812",0,1,30,61,832
65,2010,44,Ark.,0,0,1,5,8,0,3,29,159,311,0,0,7,21,38
66,2010,44,La.,0,0,4,12,17,0,1,4,31,138,0,0,0,0,0
67,2010,44,Okla.,0,0,7,15,12,1,0,41,55,41,0,0,30,40,32
68,2010,44,Tex.,0,1,7,38,42,19,48,681,"2,171","2,322",0,0,19,0,762
69,2010,44,MOUNTAIN,0,1,6,47,55,30,23,56,"1,175",842,0,1,8,76,99
70,2010,44,Ariz.,0,0,2,12,12,0,7,16,353,221,0,0,5,0,0
71,2010,44,Colo.,0,0,4,15,18,30,4,16,228,197,0,0,0,0,0
72,2010,44,Idaho,0,0,2,7,7,0,3,19,174,69,0,0,2,11,8
73,2010,44,Mont.,0,0,1,1,5,0,1,12,67,53,0,0,3,16,25
74,2010,44,Nev.,0,0,1,8,4,0,0,7,30,24,0,0,2,7,6
75,2010,44,N. Mex.,0,0,1,3,3,0,2,11,114,62,0,0,2,11,25
76,2010,44,Utah,0,0,1,1,2,0,4,14,199,194,0,0,2,10,12
77,2010,44,Wyo.,0,0,1,0,4,0,0,2,10,22,0,0,4,21,23
78,2010,44,PACIFIC,2,3,16,130,163,32,40,207,"3,076","1,147",0,3,12,124,232
79,2010,44,Alaska,0,0,1,1,6,0,0,6,37,44,0,0,2,12,11
80,2010,44,Calif.,1,2,13,85,104,6,27,179,"2,335",582,0,2,12,100,210
81,2010,44,Hawaii,0,0,1,1,5,0,0,6,39,37,0,0,0,0,0
82,2010,44,Oreg.,0,1,2,27,35,1,6,16,292,238,0,0,2,12,11
83,2010,44,Wash.,1,0,7,16,13,25,5,38,373,246,0,0,0,0,0
84,2010,44,Amer. Samoa,0,0,0,0,0,0,0,0,0,0,N,0,0,N,N
85,2010,44,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010,44,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2010,44,P.R.,0,0,1,0,0,0,0,1,2,1,0,1,3,38,39
88,2010,44,V.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2010,45,UNITED STATES,4,15,43,647,822,257,321,"1,756","16,710","13,482",24,65,140,"2,897","4,639"
23,2010,45,NEW ENGLAND,0,0,3,16,30,2,7,22,415,575,1,4,15,209,303
24,2010,45,Conn.,0,0,2,2,4,0,1,8,95,48,0,0,14,59,132
25,2010,45,Maine,0,0,1,3,4,2,0,5,42,77,1,1,4,57,49
26,2010,45,Mass.,0,0,2,6,14,0,4,13,224,327,0,0,0,0,0
27,2010,45,N.H.,0,0,0,0,3,0,0,2,17,72,0,0,5,13,29
28,2010,45,R.I.,0,0,0,0,4,0,0,9,26,40,0,1,4,31,39
29,2010,45,Vt.,0,0,1,5,1,0,0,4,11,11,0,1,5,49,54
30,2010,45,MID. ATLANTIC,0,1,4,60,91,33,26,64,"1,328","1,052",6,18,41,886,518
31,2010,45,N.J.,0,0,2,16,16,0,3,8,109,218,0,0,0,0,0
32,2010,45,N.Y. (Upstate),0,0,3,11,18,12,9,27,467,196,6,9,19,456,400
33,2010,45,N.Y. City,0,0,2,14,16,0,0,9,75,86,0,2,12,120,18
34,2010,45,Pa.,0,0,2,19,41,21,11,40,677,552,0,5,24,310,100
35,2010,45,E.N. CENTRAL,0,2,8,110,150,59,82,173,"4,150","2,795",0,2,27,221,217
36,2010,45,Ill.,0,0,4,19,41,1,14,29,671,569,0,1,11,113,82
37,2010,45,Ind.,0,0,3,23,32,0,9,26,468,336,0,0,0,0,25
38,2010,45,Mich.,0,0,2,18,19,13,23,53,"1,165",766,0,1,5,64,64
39,2010,45,Ohio,0,1,2,29,37,45,26,71,"1,461",968,0,0,12,44,46
40,2010,45,Wis.,0,0,2,21,21,0,6,19,385,156,0,0,0,0,0
41,2010,45,W.N. CENTRAL,0,1,6,43,69,26,32,627,"1,969","1,970",6,4,16,219,357
42,2010,45,Iowa,0,0,3,9,11,0,9,26,451,213,0,0,2,7,31
43,2010,45,Kans.,0,0,2,6,13,0,3,9,142,223,0,1,4,58,71
44,2010,45,Minn.,0,0,2,2,11,0,0,601,698,420,0,0,9,26,59
45,2010,45,Mo.,0,0,3,19,21,20,8,36,406,917,1,1,6,65,64
46,2010,45,Nebr.,0,0,2,5,8,6,3,13,196,130,3,1,4,48,77
47,2010,45,N. Dak.,0,0,1,2,1,0,0,30,50,26,2,0,7,15,4
48,2010,45,S. Dak.,0,0,1,0,4,0,0,5,26,41,0,0,2,0,51
49,2010,45,S. ATLANTIC,1,3,7,118,149,17,28,78,"1,339","1,459",11,21,73,967,"1,921"
50,2010,45,Del.,0,0,1,2,2,0,0,4,12,13,0,0,0,0,0
51,2010,45,D.C.,0,0,0,0,0,0,0,1,6,6,0,0,0,0,0
52,2010,45,Fla.,1,1,5,54,48,8,5,28,280,473,0,0,60,72,161
53,2010,45,Ga.,0,0,2,9,30,0,3,18,211,211,0,0,13,0,362
54,2010,45,Md.,0,0,1,8,10,2,3,8,119,131,5,6,14,331,359
55,2010,45,N.C.,0,0,2,14,27,0,0,32,124,181,0,0,10,0,437
56,2010,45,S.C.,0,0,1,10,11,2,5,19,297,232,0,0,0,0,0
57,2010,45,Va.,0,0,2,19,15,5,5,15,205,183,4,10,25,493,496
58,2010,45,W. Va.,0,0,2,2,6,0,1,13,85,29,2,1,7,71,106
59,2010,45,E.S. CENTRAL,0,1,4,39,30,6,14,33,659,714,0,3,7,133,134
60,2010,45,Ala.,0,0,2,6,8,0,4,8,170,275,0,0,4,45,0
61,2010,45,Ky.,0,0,2,17,5,0,5,14,231,206,0,0,4,19,45
62,2010,45,Miss.,0,0,1,5,3,0,1,7,62,65,0,0,1,1,4
63,2010,45,Tenn.,0,0,2,11,14,6,4,11,196,168,0,1,4,68,85
64,2010,45,W.S. CENTRAL,2,1,9,75,82,35,57,753,"2,483","2,878",0,0,30,61,851
65,2010,45,Ark.,1,0,1,6,9,0,3,29,159,317,0,0,7,21,38
66,2010,45,La.,0,0,4,12,17,0,1,4,32,139,0,0,0,0,0
67,2010,45,Okla.,0,0,7,15,12,8,0,41,63,73,0,0,30,40,32
68,2010,45,Tex.,1,1,7,42,44,27,48,681,"2,229","2,349",0,0,19,0,781
69,2010,45,MOUNTAIN,0,1,6,48,56,47,23,56,"1,232",859,0,1,8,77,101
70,2010,45,Ariz.,0,0,2,13,12,0,7,16,355,225,0,0,5,0,0
71,2010,45,Colo.,0,0,4,15,18,43,4,30,271,202,0,0,0,0,0
72,2010,45,Idaho,0,0,2,7,7,4,3,19,179,69,0,0,2,11,8
73,2010,45,Mont.,0,0,1,1,5,0,1,12,71,53,0,0,3,16,25
74,2010,45,Nev.,0,0,1,8,4,0,0,7,31,24,0,0,2,8,6
